path,emotion,stress,Facial_Emotion_Variance
dataset/Extracted_images/Angry/0.png,Angry,Severe_Stress,0.012180341466525
dataset/Extracted_images/Angry/1.png,Angry,Severe_Stress,0.0087510509292843
dataset/Extracted_images/Angry/10.png,Angry,Severe_Stress,0.0081496647243048
dataset/Extracted_images/Angry/10002.png,Angry,Severe_Stress,0.0114736835019051
dataset/Extracted_images/Angry/10016.png,Angry,Severe_Stress,0.0108612845689909
dataset/Extracted_images/Angry/10037.png,Angry,Severe_Stress,0.0111916679221434
dataset/Extracted_images/Angry/10038.png,Angry,Severe_Stress,0.0095607468584304
dataset/Extracted_images/Angry/10052.png,Angry,Severe_Stress,0.010401495711559
dataset/Extracted_images/Angry/10057.png,Angry,Severe_Stress,0.0091130012588223
dataset/Extracted_images/Angry/10063.png,Angry,Severe_Stress,0.0094481604155537
dataset/Extracted_images/Angry/10065.png,Angry,Severe_Stress,0.0114122970533384
dataset/Extracted_images/Angry/10069.png,Angry,Severe_Stress,0.0088690916971756
dataset/Extracted_images/Angry/10079.png,Angry,Severe_Stress,0.009327344471869
dataset/Extracted_images/Angry/10095.png,Angry,Severe_Stress,0.0082513764010504
dataset/Extracted_images/Angry/10100.png,Angry,Severe_Stress,0.0106734028670187
dataset/Extracted_images/Angry/10105.png,Angry,Severe_Stress,0.0099808023269329
dataset/Extracted_images/Angry/10115.png,Angry,Severe_Stress,0.0085935724439646
dataset/Extracted_images/Angry/10121.png,Angry,Severe_Stress,0.0139225580745414
dataset/Extracted_images/Angry/10122.png,Angry,Severe_Stress,0.0092399610024555
dataset/Extracted_images/Angry/10142.png,Angry,Severe_Stress,0.0119477582497723
dataset/Extracted_images/Angry/10148.png,Angry,Severe_Stress,0.0092394080716379
dataset/Extracted_images/Angry/1015.png,Angry,Severe_Stress,0.0095557002865792
dataset/Extracted_images/Angry/10154.png,Angry,Severe_Stress,0.011939025269437
dataset/Extracted_images/Angry/10155.png,Angry,Severe_Stress,0.0107940450675451
dataset/Extracted_images/Angry/10158.png,Angry,Severe_Stress,0.0085602332954151
dataset/Extracted_images/Angry/1016.png,Angry,Severe_Stress,0.0101580148095966
dataset/Extracted_images/Angry/10163.png,Angry,Severe_Stress,0.0099015142822131
dataset/Extracted_images/Angry/10167.png,Angry,Severe_Stress,0.0120229079033064
dataset/Extracted_images/Angry/10178.png,Angry,Severe_Stress,0.0091461351623417
dataset/Extracted_images/Angry/1018.png,Angry,Severe_Stress,0.0108351660868962
dataset/Extracted_images/Angry/10181.png,Angry,Severe_Stress,0.0122436362499662
dataset/Extracted_images/Angry/10192.png,Angry,Severe_Stress,0.0115063689425361
dataset/Extracted_images/Angry/10196.png,Angry,Severe_Stress,0.0102292702645036
dataset/Extracted_images/Angry/10202.png,Angry,Severe_Stress,0.012103916395813
dataset/Extracted_images/Angry/10207.png,Angry,Severe_Stress,0.0104948888107082
dataset/Extracted_images/Angry/10214.png,Angry,Severe_Stress,0.010614712121944
dataset/Extracted_images/Angry/10215.png,Angry,Severe_Stress,0.0091727087893436
dataset/Extracted_images/Angry/10223.png,Angry,Severe_Stress,0.013502307478647
dataset/Extracted_images/Angry/10226.png,Angry,Severe_Stress,0.0101340042918962
dataset/Extracted_images/Angry/1024.png,Angry,Severe_Stress,0.0082939847655509
dataset/Extracted_images/Angry/10240.png,Angry,Severe_Stress,0.0078437655984857
dataset/Extracted_images/Angry/10242.png,Angry,Severe_Stress,0.0113867802478387
dataset/Extracted_images/Angry/10250.png,Angry,Severe_Stress,0.0086208561151666
dataset/Extracted_images/Angry/10251.png,Angry,Severe_Stress,0.0126183360647806
dataset/Extracted_images/Angry/10253.png,Angry,Severe_Stress,0.0129924886289024
dataset/Extracted_images/Angry/10265.png,Angry,Severe_Stress,0.0126098529300533
dataset/Extracted_images/Angry/10286.png,Angry,Severe_Stress,0.0099487671957686
dataset/Extracted_images/Angry/10287.png,Angry,Severe_Stress,0.0113445175281874
dataset/Extracted_images/Angry/10302.png,Angry,Severe_Stress,0.0091178382565765
dataset/Extracted_images/Angry/10310.png,Angry,Severe_Stress,0.0107212148008748
dataset/Extracted_images/Angry/10315.png,Angry,Severe_Stress,0.0117794513984199
dataset/Extracted_images/Angry/10325.png,Angry,Severe_Stress,0.0132726772337528
dataset/Extracted_images/Angry/10336.png,Angry,Severe_Stress,0.0092032516715441
dataset/Extracted_images/Angry/10338.png,Angry,Severe_Stress,0.0130076191762423
dataset/Extracted_images/Angry/10348.png,Angry,Severe_Stress,0.0110929499136005
dataset/Extracted_images/Angry/10359.png,Angry,Severe_Stress,0.0094137466871954
dataset/Extracted_images/Angry/10363.png,Angry,Severe_Stress,0.0116787653282995
dataset/Extracted_images/Angry/10364.png,Angry,Severe_Stress,0.0092449464270314
dataset/Extracted_images/Angry/10371.png,Angry,Severe_Stress,0.0117991186446943
dataset/Extracted_images/Angry/10373.png,Angry,Severe_Stress,0.010799019965389
dataset/Extracted_images/Angry/10377.png,Angry,Severe_Stress,0.0120767569237079
dataset/Extracted_images/Angry/10378.png,Angry,Severe_Stress,0.0083770551379
dataset/Extracted_images/Angry/10382.png,Angry,Severe_Stress,0.0102140912807533
dataset/Extracted_images/Angry/10385.png,Angry,Severe_Stress,0.00929915266113
dataset/Extracted_images/Angry/10388.png,Angry,Severe_Stress,0.0105192778129847
dataset/Extracted_images/Angry/1039.png,Angry,Severe_Stress,0.0106643215936363
dataset/Extracted_images/Angry/10394.png,Angry,Severe_Stress,0.0103812384886854
dataset/Extracted_images/Angry/10397.png,Angry,Severe_Stress,0.0101671707526937
dataset/Extracted_images/Angry/10399.png,Angry,Severe_Stress,0.0089855609650538
dataset/Extracted_images/Angry/10401.png,Angry,Severe_Stress,0.0106064243366271
dataset/Extracted_images/Angry/10415.png,Angry,Severe_Stress,0.0107723815611962
dataset/Extracted_images/Angry/10420.png,Angry,Severe_Stress,0.0080600605384298
dataset/Extracted_images/Angry/10426.png,Angry,Severe_Stress,0.0106442631624888
dataset/Extracted_images/Angry/10429.png,Angry,Severe_Stress,0.0101732121881647
